,precision,recall,f1-score,support
Gatak,0.8454106280193237,0.8177570093457944,0.8313539192399051,214.0
Kelihos_ver1,0.9352941176470588,1.0,0.9665653495440729,159.0
Kelihos_ver3,0.9903225806451613,0.9935275080906149,0.9919224555735057,618.0
Lollipop,0.8325041459369817,0.8436974789915966,0.8380634390651085,595.0
Obfuscator.ACY,0.8375,0.8663793103448276,0.8516949152542372,232.0
Ramnit,0.6559485530546624,0.6415094339622641,0.6486486486486487,318.0
Simda,0.125,0.14285714285714285,0.13333333333333333,7.0
Tracur,0.5857142857142857,0.5125,0.5466666666666666,160.0
Vundo,0.7927927927927928,0.822429906542056,0.8073394495412843,107.0
accuracy,0.8406639004149378,0.8406639004149378,0.8406639004149378,0.8406639004149378
macro avg,0.7333874559789185,0.7378508655704774,0.7350653529851958,2410.0
weighted avg,0.8378832843102608,0.8406639004149378,0.8389619355988316,2410.0
