,precision,recall,f1-score,support
Gatak,0.9701492537313433,0.8904109589041096,0.9285714285714287,219.0
Kelihos_ver1,0.9859154929577465,0.8641975308641975,0.9210526315789475,81.0
Kelihos_ver3,1.0,0.9919871794871795,0.99597747385358,624.0
Lollipop,0.827768014059754,0.9289940828402367,0.8754646840148699,507.0
Obfuscator.ACY,0.9953917050691244,0.8816326530612245,0.9350649350649352,245.0
Ramnit,0.7574931880108992,0.8373493975903614,0.7954220314735335,332.0
Simda,0.0,0.0,0.0,7.0
Tracur,0.7591240875912408,0.6666666666666666,0.7098976109215017,156.0
Vundo,1.0,0.9107142857142857,0.9532710280373832,112.0
accuracy,0.900131406044678,0.900131406044678,0.900131406044678,0.900131406044678
macro avg,0.8106490823800121,0.7746614172364734,0.7905246470573533,2283.0
weighted avg,0.9031021850419731,0.900131406044678,0.8996909112918414,2283.0
