,precision,recall,f1-score,support
Gatak,0.7255639097744361,0.8464912280701754,0.7813765182186234,228.0
Kelihos_ver1,0.9714285714285714,0.8292682926829268,0.8947368421052632,82.0
Kelihos_ver3,0.8667621776504298,0.9512578616352201,0.9070464767616192,636.0
Lollipop,0.8505747126436781,0.8722986247544204,0.8612997090203685,509.0
Obfuscator.ACY,0.9528301886792453,0.8211382113821138,0.8820960698689957,246.0
Ramnit,0.8971061093247589,0.8829113924050633,0.8899521531100479,316.0
Simda,0.0,0.0,0.0,9.0
Tracur,0.7925925925925926,0.7039473684210527,0.7456445993031359,152.0
Vundo,0.6567164179104478,0.41904761904761906,0.5116279069767442,105.0
accuracy,0.850635129215944,0.850635129215944,0.850635129215944,0.850635129215944
macro avg,0.7459527422226845,0.7029289553776213,0.7193089194849775,2283.0
weighted avg,0.8482698392130569,0.850635129215944,0.8462920723676819,2283.0
