,precision,recall,f1-score,support
Gatak,0.6923076923076923,0.07894736842105263,0.14173228346456693,228.0
Kelihos_ver1,0.8333333333333334,0.7317073170731707,0.7792207792207793,82.0
Kelihos_ver3,0.9502262443438914,0.660377358490566,0.7792207792207791,636.0
Lollipop,0.7464788732394366,0.2082514734774067,0.3256528417818741,509.0
Obfuscator.ACY,0.5225806451612903,0.6585365853658537,0.5827338129496403,246.0
Ramnit,0.46292585170340683,0.7310126582278481,0.5668711656441718,316.0
Simda,0.047619047619047616,0.3333333333333333,0.08333333333333333,9.0
Tracur,0.6442307692307693,0.4407894736842105,0.5234375,152.0
Vundo,0.1584,0.9428571428571428,0.27123287671232876,105.0
accuracy,0.5107314936487078,0.5107314936487078,0.5107314936487078,0.5107314936487078
macro avg,0.5620113841043186,0.5317569678811761,0.450381708036386,2283.0
weighted avg,0.7009654758040639,0.5107314936487078,0.520730851932273,2283.0
