,precision,recall,f1-score,support
Gatak,0.6201298701298701,0.8377192982456141,0.7126865671641792,228.0
Kelihos_ver1,1.0,0.8048780487804879,0.8918918918918919,82.0
Kelihos_ver3,0.8675595238095238,0.9166666666666666,0.8914373088685016,636.0
Lollipop,0.8183556405353728,0.8408644400785854,0.8294573643410853,509.0
Obfuscator.ACY,0.9108910891089109,0.7479674796747967,0.8214285714285714,246.0
Ramnit,0.8847352024922118,0.8987341772151899,0.8916797488226059,316.0
Simda,0.0,0.0,0.0,9.0
Tracur,0.7142857142857143,0.6907894736842105,0.7023411371237458,152.0
Vundo,0.4318181818181818,0.18095238095238095,0.25503355704697983,105.0
accuracy,0.8147174770039421,0.8147174770039421,0.8147174770039421,0.8147174770039421
macro avg,0.6941972469088651,0.6576191072553258,0.6662173496319512,2283.0
weighted avg,0.810016801636286,0.8147174770039421,0.8068997831233734,2283.0
