,precision,recall,f1-score,support
Gatak,0.9119170984455959,0.8421052631578947,0.8756218905472636,209.0
Kelihos_ver1,1.0,0.8289473684210527,0.9064748201438849,76.0
Kelihos_ver3,0.9530988274706867,0.964406779661017,0.9587194608256108,590.0
Lollipop,0.9329140461215933,0.9137577002053389,0.9232365145228216,487.0
Obfuscator.ACY,0.9433962264150944,0.8620689655172413,0.9009009009009009,232.0
Ramnit,0.9446254071661238,0.9148264984227129,0.9294871794871794,317.0
Simda,0.0,0.0,0.0,7.0
Tracur,0.941747572815534,0.6466666666666666,0.7667984189723321,150.0
Vundo,0.8,0.37735849056603776,0.5128205128205128,106.0
micro avg,0.939060939060939,0.8647654093836247,0.900383141762452,2174.0
macro avg,0.8252999087149586,0.7055708591797736,0.7526732998022784,2174.0
weighted avg,0.9326699341151535,0.8647654093836247,0.8924530395705184,2174.0
samples avg,0.8647654093836247,0.8647654093836247,0.8647654093836247,2174.0
